Book Title,Author,Author VIAF Number,Translator,Translator VIAF Number,Publisher,University Press,University_Press_STND,Translator on Cover,Translator_on_Cover_STND,Trans_Pub_Date,Trans_Publication_Country,Language ,Original_Pub_Date,Original_Publication_Country,Author Gender,Author_Gender,Author_Residence,Author_Latitude,Author_Longitude,Translator Gender,Trans_Gender,Trans_Residence,Trans_Latitude,Trans_Longitude,Text_Type,Pages_in_Translation,Pages_in_Paratexts,Paratexts Type,Glossary or Notes,Glossary_or_Notes_STND,No._of_terms_in_Glossary_or_Notes,Examples_Words_in_Glossary_or_Notes,Religious Glossary Terms,Religious_Glossary_Terms_STND (Y/N=1/0),Food Glossary Terms,Food_Glossary_Terms_STND (Y/N=1/0),Clothing Glossary Terms,Clothing_Glossary_Terms_STND (Y/N=1/0),Culture or Customs in Glossary,Culture_or_Customs_in_Glossary_STND (Y/N=1/0),Historical_Figures_in_Glossary_STND (Y/N=1/0),Awards_in_Original,Awards_in_Trans
The Book of Epiphanies,"al-Ghitani, Gamal ",61555872,"Abdel Wahab, Farouk ",97603587,AUC,Y,1,Y,1,2012,Egypt,Arabic,1983,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,239,,Translator's Dedication,Y,1,40,"Egyptian/Israeli historical figures (Ahmad Urabi, Muhammad Naguib, etc), Qoranic figures (Fatima al-Zahraa, etc), baladi, al-Ahram, ful medammis, gallabiya, Hajj, ifrit, makhruta, mastaba, Saba, sharbat, zar","diwan, eids, faqih, hajj, ifrit, mi'raj, zar",1,"fetira, ful medammis, makhruta, sharbat",1,gallabiya,1,"al-ahram, baladi, keddah, saba",1,1,-,-
Pyramid Texts,"al-Ghitani, Gamal ",61555872,"Davies, Humphrey ",228562256,AUC,Y,1,Y,1,2007,Egypt,Arabic,1994,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,131,,"Glossary,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Bird of the East ,"Al-Hakim, Tawfiq",96957527,"Winder, R. Bayly ",306345672,Khayat Book & Publishing Company,N,0,Y,1,1966,Lebanon,Arabic,1937,,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,161,,"Translator's Introduction,   Dedication",Y (Notes),1,-,-,-,0,-,0,-,0,-,0,0,-,-
Maze of Justice,"Al-Hakim, Tawfiq ",96957527,"Eban, Abba ",99342932,UT Austin,Y,1,Y,1,1989,USA,Arabic,1947,UK,M,1,Egypt,26.820553,30.802498,M,1,Israel,31.046051,34.851612,Novel,121,,"Foreword,   Author Bio",Y,1,15,"bedu, effendi, howdah, qadi, umdah","fatiha, haj, qadi, ramadan, shaikh",1,-,0,"galabieh, ",1,"bedu, effendi, fellahin, ghafir, howdah, ma'mur, nargilah, sirat, umdah",1,0,-,-
Return of the Spirit,"Al-Hakim, Tawfiq ",96957527,"Hutchins, William ",12461356,Three Continents ,N,0,Y,1,1990,USA,Arabic,1973,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,258,,"Translator's Acknowledgements,   Contents Page,   Translator's Introduction,   Quotation,   Prologue,   Bibliography",Y (Notes),1,42 (end of trans intro); 42 (endnotes through the text),"Intro notes - explanations, references; Book notes- explanations and some terms like - hijaz-kar, id al-adha, kantar, ya-sin",id al-adha,1,-,0,-,0,-,0,0,-,-
Return of the Spirit,"Al-Hakim, Tawfiq ",96957527,"Maynard Hutchins, William",12461356,Lynne Reinner,N,0,Y,1,2012,USA,Arabic,1933,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,273,,"Contents Page,   Translator's Note,   Translator's Introduction,    About the Book",Y + Notes,1,50 (notes at end of intro); 49 glossary entries,"Abduh Al-Hamuli, fino, fuul midammis, hanbali, jijaz-kar, khamseen, kofta, shabshaba spells, tuba, Ya-sin","Fatima, Eid al-adha, Husayn",1,"battaw, gibna arish, falafil, farik, fino, fuul midammis, fuul nabit, ghurayba, kofta",1,"jilbab,",1,"abla, diwan, hanbali, hamin, hijaz-kar, khamseen,",1,1,-,-
Adama,"Al-Hamad, Turki",19848975,"Bray, Robin",42074464,Ruminator,N,0,N,0,2003,USA,Arabic,1999,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,288,,Publisher's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Shumaisi,"al-Hamad, Turki",19848975,"Starkey, Paul",116022327,Saqi Books,N,0,N,0,2005,UK,Arabic,1996,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,242,,Footnotes,Y (Notes),1,8,"Taha Hussein, Nasser, Karbala",Quranic recitation,1,-,0,-,0,-,0,1,-,-
Rama and the Dragon,"al-Kharrat, Edwar",96958326,"Ghazoul, Ferial & Verlenden, John","14927090, 12581227",AUC ,Y,1,N,0,2002,Egypt,Arabic,1980,Lebanon,M,1,Egypt,26.820553,30.802498,"F, M",-,"Egypt, Egypt",26.820553,30.802498,Novel,327,,"Contents Page,   Translator's Introduction,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
City of Saffron,"al-Kharrat, Edwar",96958326,"Liardet, Frances",44578468,Quartet,N,0,N,0,1989,UK,Arabic,1986,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,174,,"Translator's Preface,   Quotation",Y,1,49,,"adha, ashura, ba'una, fitr, qur'an, ramadan, shiekh, sura, subu'",1,"couscous, foul, ka'k, khushaf, mughat, pasturma, ruqaq",1,"burnous, burqa, galabiya, milaya, tarboosh",1,"amm, effendi, fellah, haret, kufic, ma'lesh, mim, naskhi, nun, oud, shari', si, sidi, sitt, sitti, thuluth, umm",1,0,-,-
Girls of Alexandria,"al-Kharrat, Edwar",96958326,"Liardet, Frances",44578468,Quartet,N,0,N,0,1993,UK,Arabic,1990,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,177,,"Contents Page,   Translator's Introduction,   Glossary",Y,1,8,"amm, effendi, foul-beans, haret, shari', siga, tarboosh, umm",-,0,foul-beans,1,tarboosh,1,"amm, effendi, umm",1,0,-,-
Stones of Bobello,"al-Kharrat, Edwar",96958326,"Starkey, Paul",116022327,Saqi Books,N,1,Y,1,2005,UK,Arabic,Misc.,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Short stories,131,,"Note,   Contents Page,   Preface,   Endnotes",Y (Notes),1,8,"Book of Songs, coptic calendar, Alexandria geography",-,0,-,0,-,0,"Book of songs, coptic calendar",1,0,-,-
Just Like A River,"Al-Khatib, Muḥammad Kāmil",55443858,"Hartman, Michelle & Barakat, Maher ","61797730, 74128829",Interlink,N,0,Y,1,2003,USA,Arabic,1984,Syria,M,1,Syria,34.802075,38.996815,"F, M",-,Canada,56.130366,-106.346771,Novel,120,,"Contents Page,   Quotation,   Glossary,   Map",Y,1,13,,inshallah,1,-,0,-,0,"abu, ahlan, ahlan wa sahlan, aniseh, awlad haram, sitt, umm, ustaz",1,0,-,-
Gold Dust: An Arabia Books Novel from Libya,"al-Koni, Ibrahim ",7502857,"Colla, Elliott",51141630,AUC,N/Y,1,Y,1,2008,Egypt,Arabic,1990,Lebanon,M,1,Russia,61.52401,105.318756,M,1,USA,37.09024,-95.712891,Novel,159,,"Contents Page,   Translator's Introduction,   Author Bio,   Translator's Acknowledgements,   Character List,   Endnotes,   Glossary",Y (Notes),1,6,"References, further readings, explanations",-,0,-,0,-,0,-,0,0,-,-
The Seven Veils of Seth,"al-Koni, Ibrahim ",7502857,"Hutchins, William",12461356,Garnet,N,0,Y,1,2008,UK,Arabic,2003,Lebanon,M,1,Switzerland,46.818188,8.227512,M,1,USA,37.09024,-95.712891,Novel,289,,"Contents Page,   Character List,   Translator's Introduction",Y (+ Notes),1,5 (notes); 7 (glossary terms),"Tamasheq words, Tuareg cultural terms",-,0,-,0,-,0,-,0,0,-,-
Anubis,"al-Koni, Ibrahim ",7502857,"Hutchins, William M.",12461356,AUC,Y,1,N,0,2005,Egypt,Arabic,2002,Lebanon,M,1,Switzerland,46.818188,8.227512,M,1,USA,37.09024,-95.712891,Novel,128,,Endnotes,Y,1,19,Tuareg terms,-,0,-,0,-,0,-,0,0,-,-
The Puppet,"al-Koni, Ibrahim ",7502857,"Hutchins, William M. ",12461356,UT Austin,Y,1,Y,1,2010,USA,Arabic,1998,Lebanon,M,1,Switzerland,46.818188,8.227512,M,1,USA,37.09024,-95.712891,Novel,113,,"Contents Page,   Character List,   Translator's Introduction,   Author Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
"New Waw, Saharan Oasis","al-Koni, Ibrahim ",7502857,"Hutchins, William M. ",12461356,UT Austin,Y,1,Y,1,2014,USA,Arabic,1999,Lebanon,M,1,Spain,40.463667,-3.74922,M,1,USA,37.09024,-95.712891,Novel,150,,"Contents Page,   Character List,   Translator's Introduction,   Footnotes,   Author Bio",Y (Notes),1,12,"imzad, Tamasheq words, Tuareg cultural terms",-,0,-,0,-,0,"imzad, edabni",1,0,-,-
The Scarecrow,"al-Koni, Ibrahim ",7502857,"Hutchins, William M. ",12461356,UT Austin,Y,1,Y,1,2015,USA,Arabic,1998,Lebanon,M,1,Spain,40.463667,-3.74922,M,1,USA,37.09024,-95.712891,Novel,103,,"Contents Page,   Translator's Note,   Dedication,   Author's Note,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Bleeding of the Stone,"al-Koni, Ibrahim ",7502857,"Jayyusi, May & Tingley, Christopher","15007166, 61676886",Interlink,N,0,Y,1,2002,USA,Arabic,1990,Lebanon,M,1,Switzerland,46.818188,8.227512,"F, M",-,"USA, UK",38.9201906,-77.0628269,Novel,136,,"Quotation,   Translator's Afterword,   Notes",Y (Notes),1,9,"fatiha, waddan, qibla, zakat, muwwal, dhikr, Hasawna Mountains, Islam meat rules","fatiha, qibla, zakat, dhikr",1,-,0,-,0,"waddan, muwwal",1,0,-,-
The Lady from Tel Aviv,"al-Madhoun, Rabai",26172533,"Colla, Elliott ",51141630,Telegram,N,0,N,0,2013,UK,Arabic,2009,Lebanon,M,1,UK,55.378051,-3.435973,M,1,USA,37.09024,-95.712891,Novel,248,,"Author Bio,   Translator Bio,   Dedication",N,0,-,-,-,0,-,0,-,0,-,0,,Shortlisted for International Prize for Arabic Fiction 2010,Winner- English PEN Award
Fractured Destinies,"al-Madhoun, Rabai",26172533,"Starkey, Paul",116022327,Hoopoe,Y,1,Y,1,2018,Egypt,Arabic,2015,Lebanon,M,1,UK,55.378051,-3.435973,M,1,UK,55.378051,-3.435973,Novel,257,,"Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,2016 International Prize for Arabic Fiction,-
The Corsair,"al-Mahmoud, Abdulaziz",308239111,"Noweira, Amira ",33910649,Bloomsbury Qatar,N,0,N,0,2012,Qatar,Arabic,2011,Qatar,M,1,Qatar,25.354826,51.183884,F,0,Egypt,26.820553,30.802498,Novel,306,,"Map,   Author's Note",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Holy Sail,"al-Mahmoud, Abdulaziz",308239111,"Traboulsi, Karim ",125153124226524490602,Bloomsbury Qatar,N,0,Y,1,2015,Qatar,Arabic,2014,Qatar,M,1,Qatar,25.354826,51.183884,M,1,Lebanon,33.854721,35.862285,Novel,427,,"Author's Note,   Character List,   Map,   Glossary,   Bibliography",Y,1,30,"English ship terms, caliph, Dervish, ghutra, hadith, haggadah, jinn, majlis, historical terms","dervish, hadith, haggadah, jinn, zaidism",1,-,0,"ghutra, izar",1,"amir, atabeg, banyan, caliph, caravel, dawadar, dhow, emir, jabrid, khawaja, majlis, pasha, si, vizier",1,0,-, -
The Oppressors,"Al-Mana, Samira",179535423,"Starkey, Paul & Al-Mana, Samira",116022327,YouWriteOn.com,N,0,N,0,2011,UK,Arabic,1997,Syria,F,0,Iraq,33.223191,43.679291,"M, F",-,"UK, Iraq",36.321211,44.1571426,Novella,98,,"Author Bio,   Acknowledgements,   Author's Introduction",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Ten Again and Other Stories,"al-Mazini, Ibrahim",47047963,"Hutchins, William M.",12461356,AUC,Y,1,Y,1,2006,Egypt,Arabic,"1943, 1935, 1937",Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,"Short stories, novella",258,,"Contents Page,   Translator's Introduction,   Dedication,   Glossary",Y,1,18,"Arab historical figures, afreets, al-azhar, Ewart hall, heliopolis white line, jinn, throne verse",throne verse,1,-,0,-,0,"afreets, al-azhar, Ewart hall, heliopolis white line, jinn",1,1,-,-
Wolves of the Crescent Moon,"Al-Mohaimeed, Yousef",61777614,"Calderbank, Anthony",97716024,AUC,Y,1,Y,1,2007,Egypt,Arabic,2006,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,127,,Glossary,Y,1,17,"abbaya, ghutra, ihram, kufiyya, ma sha'allah, majlis, shawerma, shmagh, thoba, local plant names","ma sha' allah, al-falaq, ",1,shawerma,1,"abbaya, ghutra, ihram, kufiyya, shmagh, thobe",1,"arta, awshaz, ghada, majlis, roashan, samr, shafallah, sidr",1,0,-,-
Munira's Bottle,"Al-Mohaimeed, Yousef",61777614,"Calderbank, Anthony",97716024,AUC,Y,1,Y,1,2010,Egypt,Arabic,2004,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,207,,Glossary,Y,1,53,"abaya, burka, Comission for the Promotion of Virtue and the Prevention of Vice, eid, fatwa, ghutra, haram, hijab, i'gal, insha'allah, muezzin, niqab, mahram, many cultural terms, local plant names","eid, fatwa, haram, insha'allah, jahiliya, jihad, mujahid, kaaba, la ilaha illa allah, ma'dhun, masha'allah, muezzin, mufti, ",1,-,0,"abaya, burka, ghutra, hijab, i'gal, mishlah, niqab",1,"bin, ghada, hayy, ibn, ibna(t), mahram, majlis, oud, qaroura, rimth, riyal, shabka, shafallah",1,1,-,-
Where Pigeons Don't Fly,"Al-Mohaimeed, Yousef",61777614,"Moger, Robin",121559456,Bloomsbury Qatar,N,0,N,0,2014,Qatar,Arabic,2009,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,South Africa,-30.559482,22.937506,Novel,389,,"Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,Winner- 2011 Abu al-Qasm Ashabbi Prize for the Arabic Novel,-
Hurma,"Al-Muqri, Ali",8578886,"Aplin, T.M.",101538332237643324477,Darf ,N,0,Y,1,2015,UK,Arabic,2012,Lebanon,M,1,Yemen,15.552727,48.516388,M,1,UK,55.378051,-3.435973,Novel,154,,Glossary,Y,1,18,"Egyptian artists (Umm Kalthoum, etc), abaya, baltu, hadith, harem, Hurma, jinn, khat, Laylat al-Qadr, mujahid, salam, sheikh, thobe","duha, witr, tajahud, hadith, jinn, layat al-qadr, mujahid, salem, shiekh, shiekha",1,-,0,"abaya, baltu, thobe",1,"ababil, harem, hurma, khat",1,1,-,Arabic Novel Special Mention Award from the Institute of the Arab World (2015)
The Tree & other stories,"al-Nasser, Abdallah",54369863,"Bosio, Dina & Tingley, Christopher","5205925, 61676886",Interlink,N,0,Y,1,2004,USA,Arabic,Misc.,Misc.,M,1,Saudi Arabia,23.885942,45.079162,"F, M",-,UK,55.378051,-3.435973,Short stories,124,,"Contents Page,   Introduction,   Notes",Y (Notes),1,10,"al-Jahiz, Tawfik al-Hakim",salamat,1,-,0,"abaya, bisht, igal, ghutra",1,"um, nargila",1,,-,-
War in the Land of Egypt,"al-Qa'id, Yusuf ",17270171,"Kenny, Olive & Kenny, Lorne & Tingley, Christopher ","46873607, 69043237, 61676886",Interlink,N,0,Y,1,1998,USA,Arabic,1978,Lebanon,M,1,Egypt,26.820553,30.802498,"M, F, M",-,UK,55.378051,-3.435973,Novel,178,,Afterword,Y (Notes),1,15,"Explanations and words like - umda, dawar, faqih, laylat al-qadr","faqih, laylat al-qadr",1,-,0,-,0,"umda, dawar",1,0,-,-
Zubaida's Window,"Al-Qazwini, Iqbal",56574305,"Nowaira, Amira",33910649,The Feminist Press at the City University of New York,Y,1,Y,1,2008,USA,Arabic,2006,Jordan,F,0,Iraq,33.223191,43.679291,F,1,Egypt,26.820553,30.802498,Novel,122,,Afterword,Y (Notes),0,-,-,-,0,-,0,-,0,-,0,0,-,-
Scattered Crumbs ,"Al-Ramli, Muhsin",235095347,"Hanoosh, Yasmeen S. ",36292163,University of Arkansas Press,Y,1,Y,1,2003,USA,Arabic,2000,Egypt,M,1,Spain,40.463667,-3.74922,F,0,USA,37.09024,-95.712891,Novel,120,,"Dedication,   Author Bio,   Translator Bio",Y (Notes),0,unnumbered,-,-,0,-,0,-,0,-,0,0,-,2002 Arkansas Arabic Translation Prize
Dates on My Fingers,"Al-Ramli, Muhsin",235095347,"Leafgren, Luke ",216153061373319202470,AUC,Y,1,Y,1,2014,Egypt,Arabic,2009,Lebanon,M,1,Spain,40.463667,-3.74922,M,1,USA,37.09024,-95.712891,Novel,193,,"Dedication,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,Longlisted for the International Prize for Arabic Fiction,-
The President's Gardens,"Al-Ramli, Muhsin",235095347,"Leafgren, Luke ",216153061373319202470,MacLehose Press,N,0,N,0,2016,UK,Arabic,2012,Lebanon,M,1,Spain,40.463667,-3.74922,M,1,USA,37.09024,-95.712891,Novel,343,,"Translator's Acknowledgements,   Dedication,   Footnotes",N,0,-,-,-,0,-,0,-,0,-,0,0,Longlisted for International Prize for Arabic Fiction 2013,Winner- English PEN Award
Egyptian Earth ,"Al-Sharqawi, Abdel Rahman ",88071984,"Stewart, Desmond ",50303321,UT Austin,Y,1,N,0,1990,USA,Arabic,1954,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,251,,"Summary,   Foreword",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Occasional Virgin,"al-Shaykh, Hanan",24636311,"Cobham, Catherine",24756669,Pantheon,N,0,N,0,2018,USA,Arabic,"2003, 2015",Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,219,,"Dedication,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Women of Sand and Myrrh,"al-Shaykh, Hanan ",24636311,"Cobham, Catherine",24756669,Quartet,N,0,N,0,1989,UK,Arabic,1988,Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,280,,Epilogue,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Women of Sand and Myrrh,"al-Shaykh, Hanan ",24636311,"Cobham, Catherine",24756669,Anchor,N,0,N,0,1992,USA,Arabic,1988,Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,280,,"Dedication,   Editor's Note,   Author and Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Beirut Blues,"al-Shaykh, Hanan ",24636311,"Cobham, Catherine",24756669,Anchor,N,0,N,0,1995,USA,Arabic,1992,Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,371,,"Contents Page,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
I Sweep the Sun off Rooftops,"al-Shaykh, Hanan ",24636311,"Cobham, Catherine",24756669,Anchor,N,0,N,0,1998,USA,Arabic,1994,Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,267,,"Acknowledgements,   Dedication,   Prologue,   Epilogue",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Only in London,"al-Shaykh, Hanan ",24636311,"Cobham, Catherine",24756669,Pantheon,N,0,N,0,2001,USA,Arabic,2000,Lebanon,F,0,UK,55.378051,-3.435973,F,0,UK,55.378051,-3.435973,Novel,261,,"Author Bio,   Contents Page,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Story of Zahra,"al-Shaykh, Hanan ",24636311,"Ford, Peter",-,Anchor,N,0,N,0,1991,UK,Arabic,1986,Lebanon,F,0,UK,55.378051,-3.435973,M,1,Sudan,12.862807,30.217636,Novel,184,,Epilogue,Y (Notes),1,17,"Ahlan wa sahlan, classical arabic, kibbe, kishk, PPS, shawarma",-,0,"foul, gazouza, kibbe, kishk, melokhia, shawarma",1,-,0,"ahlan wa sahlan, classical arabic, fertile crescent, muaidi, PPS",1,0,-,-
The Diesel,"Al-Suwaidi, Thani",31882208,"Hutchins, William M.",12461356,Antibookclub,N,0,N,0,2012,USA,Arabic,1968,Lebanon,M,1,UAE,23.424076,53.847818,M,1,USA,37.09024,-95.712891,Novel,61,,"Translator's Introduction,   Bibliography",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Tent,"Al-Tahawy, Miral",29715219,"Calderbank, Anthony ",97716024,AUC,Y,1,N,0,1998,Egypt,Arabic,1996,Egypt,F,0,USA,37.09024,-95.712891,M,1,Saudi Arabia,23.885942,45.079162,Novel,130,,"Editor's Acknowledgements,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Blue Aubergine,"Al-Tahawy, Miral",29715219,"Calderbank, Anthony ",97716024,AUC,Y,1,Y,1,2002,Egypt,Arabic,1998,Egypt,F,0,USA,37.09024,-95.712891,M,1,Saudi Arabia,23.885942,45.079162,Novel,123,,"Translator's Introduction,   Dedication",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Gazelle Tracks,"Al-Tahawy, Miral",29715219,"Calderbank, Anthony ",97716024,Garnet,N,0,Y,1,2008,UK,Arabic,2002,Egypt,F,0,USA,37.09024,-95.712891,M,1,Saudi Arabia,23.885942,45.079162,Novel,94,,"Dedication,   Translator's Introduction",Y (Notes),1,35,"Bani, burgu', igal, makbousa, thobe, ya","hajj, kiswa",1,,,"abaya, burgu', igal, jallabiyya",1,"amma, ana, arjeela, asbah, basha, bin, bint, feddan, hanni, jidd, jidda, ",1,1,-,-
Brooklyn Heights,"Al-Tahawy, Miral",29715219,"Selim, Samah ",44579998,AUC,Y,1,,,2011,Egypt,Arabic,2010,Egypt,F,0,USA,37.09024,-95.712891,F,0,USA,37.09024,-95.712891,Novel,182,0,-,N,0,-,-,-,0,-,0,-,0,-,0,0,International Prize for Arabic Fiction Longlist (2010),-
The Long Way Back,"al-Takarli, Fuad",2481927,"Cobham, Catherine",24756669,AUC,Y,1,N,0,2001,Egypt,Arabic,1980,Iraq,M,1,Iraq,33.223191,43.679291,F,0,UK,55.378051,-3.435973,Novel,379,,Translator's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Long Way Back,"al-Takarli, Fuad",2481927,"Cobham, Catherine",24756669,AUC,Y,1,Y,1,2007,Egypt,Arabic,1980,Iraq,M,1,Iraq,33.223191,43.679291,F,0,UK,55.378051,-3.435973,Novel,379,,Translator's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Heads Ripe for Plucking,"al-Wardani, Mahmoud",95065524,"Halim, Hala ",4643024,AUC,Y,1,Y,1,2008,Egypt,Arabic,2002,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,164,,"Acknowledgements,   Glossary",Y + Notes,1,8,"Louis Awad, Bandung, Free Officers, Fouad Haddad, Kafr al-Dawwar, Qarmatian state, sawad, Ahmad Urabi",-,0,-,0,-,0,sawad,1,1,-,-
Being Abbas el Abd,"Alaidy, Ahmed",172080059,"Davies, Humphrey",228562256,AUC,Y,1,Y,1,2006,Egypt,Arabic,2003,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,124,,"Author's Acknowledgements,   Translator's Note,    mixed Arabic & English text",N,0,-,-,-,0,-,0,-,0,-,0,0,Sawiris Foundation's 2nd Prize in Egyptian Literature 2006,-
Hend and the Soldiers ,"Albeshir, Badriah",3154135792815082278,"Dhahir, Sanna ",16703150,UT Austin,Y,1,Y,1,2017,USA,Arabic,2010,Lebanon,F,0,Saudi Arabia,23.885942,45.079162,F,0,Saudi Arabia,23.885942,45.079162,Novel,141,,"Contents Page,   Translator's Introduction,   Footnotes,    Interview with the Author",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
My Thousand & One Nights,"Alem, Raja",225123677,"McDonough, Tom ",13485360,Syracuse University Press,Y,1,Y,1,2007,USA,Arabic,2002,Lebanon,F,0,Saudi Arabia,23.885942,45.079162,M,1,USA,37.09024,-95.712891,Novel,269,,"Translator's Introduction,   Character List,   Glossary",Y,1,18,"Genii, Hidri, Hijaz, Taif, Al-Zar","genii, hidri, zamzam, al-zar",1,-,0,"jubbah, keffiyeh",1,"hijaz, kharija, al-maala, nabk, qreen, al-shamia, al-simoom, taif",1,0,-,-
The Dove's Necklace,"Alem, Raja ",225123677,"Halls, Katharine & Talib, Adam ","111145541821396601920, 107469046",Overlook Duckworth,N,0,N,0,2016,USA,Arabic,2010,Morocco,F,0,Saudi Arabia ,23.885942,45.079162,"F,M",-,UK,55.378051,-3.435973,Novel,463,,Author's Preface,N,0,-,-,-,0,-,0,-,0,-,0,0,International Prize for Arabic Fiction (2011),-
Seven,"Algosaibi, Ghazi",59197341,"Hatim, Basil & Watterson, Gavin","44451363, 283073798",Saqi Books,N,0,N,0,1999,UK,Arabic,1998,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,242,,Contents Page,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
A Love Story,"Algosaibi, Ghazi A.",59197341,"Bray, Robin",42074464,Saqi Books,N,0,N,0,2002,UK,Arabic,2001,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,102,,"Dedication,   Quotation,   Footnotes",Y (Notes),0,2,"Arabian nights, song",-,0,-,0,-,0,"Arabian nights, song",1,0,-,-
An Apartment Called Freedom,"Algosaibli, Ghazi",59197341,"McLoughlin, Leslie",52830786,Kegan Paul International,N,0,N,0,1996,UK,Arabic,1994,Lebanon,M,1,Saudi Arabia,23.885942,45.079162,M,1,UK,55.378051,-3.435973,Novel,241,,"Contents Page,   Author's Note",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Poor,"Ali, Idris",76626718,"Colla, Elliott",51141630,AUC,Y,1,Y,1,2007,Egypt,Arabic,2005,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,195,,"Translator's Note,   Dedication,   Contents Page",Y,1,47,"Ababda, bashmohandis, ful, ma'assil, Taha Hussein, zakat","eid, fatiha, hagg, khidr, shahada, zakat",1,"ful, hawawshi, kushari, ma'assil, mulukhiya, misaqqaa, ta'miya",1,-,0,"ababda, amm, barbari, bashmohandis, bey, dongo, hashash, ma'mur, montazah, ma'allim, omda, pasha, shaabi, shisha, usta, ustaz",1,1,-,-
Dongola: A Novel of Nubia,"Ali, Idris",76626718,"Theroux, Peter",92000990,University of Arkansas Press,Y,1,Y,1,1998,USA,Arabic,1993,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,114,,"Warning,   Quotation,   Translator's Afterword,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,"University of Arkansas Press Award for Arabic Literature in Translation, 1997"
